complaint_id,category,subcategory,description,incident_date,date_reported,district,district_code,area,pincode,user_address,status,resolution_time,severity
92,Electricity Issue,Billing Issue,"As a shop owner in Basti, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. Other residents in my locality are also facing similar issues.",2014-10-07,2015-02-09,Basti,UP20,Area 4,223948,"157, Main Street, Area 4, Basti, 223948",Resolved,52.0,High
93,Crime,Cyber Crime,"Cyber fraud is rampant in Noida. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Other residents in my locality are also facing similar issues.",2014-05-10,2014-07-22,Noida,UP10,Area 1,249056,"125, Bazaar Road, Area 1, Noida, 249056",Pending,,High
94,Road Maintenance,Road Safety Issues,"As a taxi driver in Noida, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. People have started protesting due to this persistent problem.",2016-11-18,2017-05-03,Noida,UP10,Area 2,293905,"6, Bazaar Road, Area 2, Noida, 293905",Pending,,High
95,Crime,Theft,"Chain snatching is increasing in Faizabad. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The situation is worsening each day, and we need urgent help.",2015-11-09,2016-01-18,Faizabad,UP14,Area 4,242016,"148, Colony Road, Area 4, Faizabad, 242016",Resolved,37.0,Low
96,Water Supply,No Water Supply,"In Noida, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. Children and elderly people are severely affected due to this issue.",2015-04-25,2015-08-18,Noida,UP10,Area 2,227751,"184, Colony Road, Area 2, Noida, 227751",In Progress,,High
97,Water Supply,No Water Supply,"In Allahabad, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. Other residents in my locality are also facing similar issues.",2018-06-19,2018-11-29,Allahabad,UP04,Area 3,284256,"129, Bazaar Road, Area 3, Allahabad, 284256",Resolved,32.0,High
98,Corruption,Favoritism in Govt Services,"In Moradabad, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. The local news channel even covered this issue, yet no action.",2024-07-06,2024-11-26,Moradabad,UP13,Area 4,258854,"31, Bazaar Road, Area 4, Moradabad, 258854",In Progress,,High
99,Road Maintenance,Potholes,"As a taxi driver in Mathura, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. The local authorities visited once but didn't resolve the issue.",2014-03-07,2014-07-06,Mathura,UP17,Area 3,235572,"192, Colony Road, Area 3, Mathura, 235572",In Progress,,High
100,Crime,Chain Snatching,"Cyber fraud is rampant in Bareilly. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. The situation is worsening each day, and we need urgent help.",2015-07-28,2015-08-14,Bareilly,UP08,Area 1,264028,"71, Colony Road, Area 1, Bareilly, 264028",Pending,,Low
101,Crime,Theft,"Chain snatching is increasing in Aligarh. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. Despite multiple complaints, no action has been taken.",2018-09-03,2019-01-19,Aligarh,UP12,Area 2,263636,"77, Main Street, Area 2, Aligarh, 263636",Resolved,10.0,High
102,Corruption,Fraud in Public Distribution,"In Varanasi, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. This problem has been ongoing for months with no proper solution.",2021-09-29,2022-01-01,Varanasi,UP03,Area 5,231682,"174, Main Street, Area 5, Varanasi, 231682",Pending,,Medium
103,Water Supply,Contaminated Water,"I am a resident of Moradabad, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. We demand an immediate resolution before things get worse.",2017-03-04,2017-05-12,Moradabad,UP13,Area 1,261745,"167, Bazaar Road, Area 1, Moradabad, 261745",In Progress,,High
104,Public Transport,Irregular Metro Services,"Public buses in Basti are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local news channel even covered this issue, yet no action.",2016-01-04,2016-03-07,Basti,UP20,Area 1,259738,"122, Bazaar Road, Area 1, Basti, 259738",In Progress,,Low
105,Water Supply,Low Pressure,"We haven't had running water in Aligarh for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? Even after assurances from the authorities, nothing has changed.",2024-10-11,2025-03-27,Aligarh,UP12,Area 2,260164,"31, Bazaar Road, Area 2, Aligarh, 260164",Pending,,High
106,Road Maintenance,Road Safety Issues,"As a taxi driver in Muzaffarnagar, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Other residents in my locality are also facing similar issues.",2016-03-16,2016-08-24,Muzaffarnagar,UP19,Area 2,257549,"164, Main Street, Area 2, Muzaffarnagar, 257549",Resolved,55.0,Low
107,Water Supply,Low Pressure,"We haven't had running water in Jhansi for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? Despite multiple complaints, no action has been taken.",2015-02-04,2015-06-12,Jhansi,UP09,Area 1,292709,"195, Bazaar Road, Area 1, Jhansi, 292709",In Progress,,High
108,Electricity Issue,Voltage Fluctuation,"In Jhansi, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. People have started protesting due to this persistent problem.",2024-04-23,2024-06-01,Jhansi,UP09,Area 3,297524,"168, Main Street, Area 3, Jhansi, 297524",Resolved,24.0,Medium
109,Electricity Issue,Voltage Fluctuation,"I live in Firozabad, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? People have started protesting due to this persistent problem.",2016-07-20,2016-11-10,Firozabad,UP15,Area 2,227487,"139, Bazaar Road, Area 2, Firozabad, 227487",Pending,,Low
110,Water Supply,No Water Supply,"I am a resident of Kanpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. Children and elderly people are severely affected due to this issue.",2016-02-13,2016-07-14,Kanpur,UP02,Area 1,242269,"21, Colony Road, Area 1, Kanpur, 242269",In Progress,,Low
111,Water Supply,Contaminated Water,"I am a resident of Gorakhpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The local news channel even covered this issue, yet no action.",2024-04-03,2024-07-01,Gorakhpur,UP05,Area 2,262779,"81, Bazaar Road, Area 2, Gorakhpur, 262779",Resolved,44.0,High
112,Road Maintenance,Blocked Drainage,"The main road connecting our village to Moradabad city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. The local authorities visited once but didn't resolve the issue.",2022-10-09,2022-11-26,Moradabad,UP13,Area 2,257151,"71, Colony Road, Area 2, Moradabad, 257151",Pending,,Medium
113,Crime,Cyber Crime,"Chain snatching is increasing in Allahabad. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The situation is worsening each day, and we need urgent help.",2016-05-25,2016-10-15,Allahabad,UP04,Area 3,249540,"128, Colony Road, Area 3, Allahabad, 249540",Pending,,High
114,Crime,Robbery,"Cyber fraud is rampant in Agra. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Children and elderly people are severely affected due to this issue.",2020-09-28,2021-01-18,Agra,UP06,Area 3,264021,"167, Colony Road, Area 3, Agra, 264021",Pending,,High
115,Public Transport,Poor Bus Condition,"Public buses in Agra are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? Despite multiple complaints, no action has been taken.",2018-03-26,2018-06-09,Agra,UP06,Area 2,248425,"147, Colony Road, Area 2, Agra, 248425",Resolved,20.0,Medium
116,Corruption,Favoritism in Govt Services,"In Allahabad, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. The local news channel even covered this issue, yet no action.",2021-01-09,2021-06-10,Allahabad,UP04,Area 5,215109,"176, Colony Road, Area 5, Allahabad, 215109",Pending,,High
117,Water Supply,Low Pressure,"I am a resident of Gorakhpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. Children and elderly people are severely affected due to this issue.",2018-05-26,2018-08-05,Gorakhpur,UP05,Area 2,257728,"197, Colony Road, Area 2, Gorakhpur, 257728",Resolved,11.0,Low
118,Water Supply,Pipeline Leakage,"In Saharanpur, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. Despite multiple complaints, no action has been taken.",2018-08-29,2018-10-06,Saharanpur,UP16,Area 5,264501,"158, Bazaar Road, Area 5, Saharanpur, 264501",In Progress,,Low
119,Road Maintenance,Potholes,"I commute daily in Saharanpur, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! Even after assurances from the authorities, nothing has changed.",2022-02-19,2022-03-04,Saharanpur,UP16,Area 4,297971,"153, Bazaar Road, Area 4, Saharanpur, 297971",In Progress,,Low
120,Water Supply,Contaminated Water,We haven't had running water in Noida for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? The local authorities visited once but didn't resolve the issue.,2019-08-16,2020-01-23,Noida,UP10,Area 4,215742,"92, Colony Road, Area 4, Noida, 215742",Resolved,49.0,Low
121,Water Supply,Contaminated Water,We haven't had running water in Muzaffarnagar for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? People have started protesting due to this persistent problem.,2023-02-28,2023-07-05,Muzaffarnagar,UP19,Area 3,276362,"31, Main Street, Area 3, Muzaffarnagar, 276362",Resolved,39.0,Low
122,Crime,Robbery,"Cyber fraud is rampant in Basti. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Other residents in my locality are also facing similar issues.",2014-06-03,2014-06-27,Basti,UP20,Area 3,225954,"196, Colony Road, Area 3, Basti, 225954",Pending,,Medium
123,Corruption,Favoritism in Govt Services,"I had to pay a bribe of ₹2000 to get my land documents processed in Mathura. Why should honest citizens have to pay extra just to get their rights? The local news channel even covered this issue, yet no action.",2017-04-14,2017-07-02,Mathura,UP17,Area 4,206870,"79, Main Street, Area 4, Mathura, 206870",Pending,,High
